StdFirst;SqlStdExecTime;SqlXExecTime;NRows;SleepTime
1;1532906700;1564813000;1000000;2
0;1520312400;1531907400;1000000;2
1;1645115000;1656259200;1000000;2
1;1585862700;1526872600;1000000;2
1;1519364800;1508747800;1000000;2
1;1545985300;1523220200;1000000;2
1;1561836500;1514414200;1000000;2
1;1539480200;1536777400;1000000;2
0;1520723800;1556878500;1000000;2
0;1509146400;1518568200;1000000;2
1;1538889300;1525921000;1000000;2
1;1558352700;1532554500;1000000;2
0;1713817500;1580178700;1000000;2
1;1979673300;1542018000;1000000;2
1;1512961200;1493004900;1000000;2
0;1776251000;1734613000;1000000;2
1;1515023800;1517112600;1000000;2
1;1600979300;1526635000;1000000;2
0;1529910100;1562604000;1000000;2
0;1520671000;1553206800;1000000;2
1;1542096900;1513950700;1000000;2
0;1535892300;1535162800;1000000;2
0;1530728100;1534924100;1000000;2
1;1532905900;1527683700;1000000;2
0;1534505600;1497969900;1000000;2
0;1541446700;1510345900;1000000;2
0;1525218800;1507972800;1000000;2
1;26857171400;27614146900;10000000;2
0;26606840600;27593197600;10000000;2
0;22585595500;26269529200;10000000;2
0;23508126400;23713745900;10000000;2
0;24228200800;24688925400;10000000;2
1;24455272100;28095858100;10000000;2
1;26002791900;28456895800;10000000;2
0;26671665300;28655363900;10000000;2
0;26596866300;27264523600;10000000;2
0;26120143100;27142415500;10000000;2
0;26667675600;27546039700;10000000;2
0;26766411700;27227978000;10000000;2
0;27484493100;27674003900;10000000;2
1;25974247800;28644404100;10000000;2
0;26375460100;27352844100;10000000;2
0;26351509900;27284768400;10000000;2
0;26459487200;27483215300;10000000;2
1;25675340600;27897896600;10000000;2
1;26990762900;27856010900;10000000;2
0;24891430500;25843879100;10000000;2
0;24950271200;25665349700;10000000;2
1;24639902600;26591723000;10000000;2
0;25070948500;26102850600;10000000;2
1;24632824300;27471530400;10000000;2
1;24608186000;27167849800;10000000;2
1;24172371300;26310617100;10000000;2
0;25115827500;26021122400;10000000;2
0;25264429100;25574321200;10000000;2
1;24943296700;26787871100;10000000;2
1;28130636300;26982344800;10000000;2
0;21449640800;21258870300;10000000;2
1;20866033000;22671364600;10000000;2
0;22812987400;22920697000;10000000;2
1;22629474600;24491010700;10000000;2
0;24414708900;24268100200;10000000;2
0;25489826600;25918687500;10000000;2
1;26190667900;28244460500;10000000;2
1;25494815800;27634094200;10000000;2
0;26116155100;27057633100;10000000;2
0;26251791600;27465543700;10000000;2
1;25691104000;28985479700;10000000;2
0;26173999100;27422668400;10000000;2
0;27176320700;27496461000;10000000;2
1;25944600900;27879439300;10000000;2
0;26042348000;27881441400;10000000;2
1;25772864000;28494791900;10000000;2
0;25756114200;27317796700;10000000;2
1;24130118900;26364487200;10000000;2
0;24965231400;25926453600;10000000;2
1;24222226300;26203919600;10000000;2
0;25135294300;26135771800;10000000;2
0;25748135600;25996269700;10000000;2
1;24544351800;26397401700;10000000;2
0;25112801000;26116999000;10000000;2
0;25383110700;26332265800;10000000;2
1;24498487200;26473235100;10000000;2
1;24219002700;26394411400;10000000;2
1;25147743200;26883100400;10000000;2
1;24960891600;27762751900;10000000;2
0;26381442400;27452572300;10000000;2
0;25932644500;27048457300;10000000;2
1;25914694800;28191116600;10000000;2
1;29699368000;29716521300;10000000;2
1;26552451800;28176644400;10000000;2
1;25788740200;28235002900;10000000;2
0;26387939800;27443313000;10000000;2
0;26546004600;27202033500;10000000;2
1;25717732600;28376108400;10000000;2
1;25865571500;27880432100;10000000;2
0;26561960800;27523168100;10000000;2
1;26260775500;28268913700;10000000;2
1;25892751200;28109821300;10000000;2
1;25880788600;27815610500;10000000;2
1;26325597600;28518982000;10000000;2
1;26184967300;28169660700;10000000;2
1;25847571500;28190606300;10000000;2
0;26075263700;27658851700;10000000;2
0;29051305300;27155632000;10000000;2
1;26012426500;28676306500;10000000;2
1;25947598200;27851512400;10000000;2
0;26847200800;27164158300;10000000;2
1;25624992800;27801647900;10000000;2
1;25893751800;28803486200;10000000;2
0;27065981100;27257909000;10000000;2
1;26346545500;28127765300;10000000;2
1;25548370700;27621128400;10000000;2
0;26047340400;27005608300;10000000;2
0;26281708500;28061645900;10000000;2
1;26287485600;28025047900;10000000;2
0;27209230100;27873188200;10000000;2
0;27208101400;27377782800;10000000;2
1;25927454600;28524225200;10000000;2
0;26286697500;27348803900;10000000;2
0;26646734700;27332684800;10000000;2
0;28282869100;27281744800;10000000;2
